Event Tweets,Label
invalid,nonrumour
[CLS] yup god forbbid we unite and come together during times of tragedy we must punish those racist teenagers working at wendys [SEP] i think surrounding the police station holding hands in a silent protest not allowing cops to leave until the man is behind bars [SEP] ,nonrumour
[CLS] disney are making their first movie to feature two gay princes who fall in love amazing [SEP]  disney are making their first movie to feature two gay princes who fall in love amazing tf [SEP]  disney are making their first movie to feature two gay princes who fall in love amazing i love disney for a reason [SEP] really thats awesome  whats the movie called [SEP]  yaaas thats amazing amp about damn time [SEP] are you serious omfg [SEP]  disney are making their first movie to feature two gay princes who fall in love amazing [SEP] awww how sweet  [SEP]  disney are making their first movie to feature two gay princes who fall in love amazing oh my god [SEP] oh my god are you serous   [SEP] is this true [SEP] are their names going to be harry and louis that would be incredible dont you think [SEP]  disney are making their first movie to feature two gay princes who fall in love amazing haz and lou  [SEP]  disney are making their first movie to feature two gay princes who fall in love amazing finally [SEP]  disney are making their first movie to feature two gay princes who fall in love amazing oh my god what [SEP] are you serious [SEP] ive got the perfect candidates for it wink wink [SEP] really omg finally [SEP] well thats a positive move  if disney are cool with it then the rest of the world will follow surely x [SEP]  disney are making their first movie to feature two gay princes who fall in love amazing for real omg [SEP]  disney are making their first movie to feature two gay princes who fall in love amazing wow thankyou [SEP] im ok with it if ur ok with it prob was shouldnt the target audience be much much older [SEP]  disney are making their first movie to feature two gay princes who fall in love amazing i just [SEP]  disney are making their first movie to feature two gay princes who fall in love amazing yes [SEP] oh my god i need to go to the premier [SEP]  disney are making their first movie to feature two gay princes who fall in love amazingyes fucking bless [SEP] is this true  btw whats your take on perezs recent i love louis tomlinson  [SEP]  disney are making their first movie to feature two gay princes who fall in love amazingis this real [SEP]  disney are making their first movie to feature two gay princes who fall in love amazingthis is amazing [SEP] is this real [SEP]  disney are making their first movie to feature two gay princes who fall in love amazing source awesome though [SEP]  disney are making their first movie to feature two gay princes who fall in love amazing pls tell me this is true  [SEP]  disney are making their first movie to feature 2 gay princes who fall in love amazing im throwing a party ur all invited [SEP] is this real [SEP] ,rumour
[CLS] herd immunity is taking effect amp at faster rate than anticipated due to nationwide protestsriots on nightly basis since may 26th casualty rate is down more than 90 fr its high false  coming out now on infections due to unpublicized change on who is considered positive [SEP] ,nonrumour
[CLS] sir when the sbi clerk prelims result declared  sir please tell us at least give us some hope because  now im in depression and many candidates  too sir at least tell us which month we  can expect the result or [SEP] at least declare mains exam dates     and sir i regularly check sbi careers page last 3 months  please sir its a humble request please declare sbi clerk pre result  please sir  [SEP] ,nonrumour
[CLS] today  removed a debate poll where over 80 were for  demdebate clintonnewsnetwork [SEP] for me clinton is more plastic than a barbie doll and i dont believe a word she says [SEP] more concerning 2 of people think jim webb won [SEP] cnn put the poll back up rt and flood twitter and fb feelthebern [SEP] a joke [SEP] ,rumour
[CLS] health watch series coronavirus can covid19 be caught from a person who has no symptoms skmch coronavirus coronavirusupdates coronavirusoutbreak covid [SEP] yes [SEP] ,nonrumour
[CLS] fukushima highly radioactive water seeping into the ocean [SEP] setup for the new godzilla movie [SEP] this makes me incredibly sad for it is a harbinger of horrors to come [SEP] ahha theres ur megalodon sharkweek amp   [SEP] but but they said nukes were safe i dont want to believe you bad bad  [SEP] t fin du nucléaire  fukushima highly radioactive water seeping into the ocean [SEP]  fukushima highly radioactive water seeping into the ocean  sharkafterdark sharkweek [SEP] rt  fukushima highly radioactive water seeping into the ocean [SEP]  fukushima highly radioactive water seeping into the ocean  scary reality check [SEP] godzilla  fukushima highly radioactive water seeping into the ocean [SEP]  fukushima highly radioactive water seeping into the ocean  just awful [SEP] more flavor [SEP]  fukushima highly radioactive water seeping into the ocean  guess no more sushi for a while [SEP]  fukushima highly radioactive water seeping into the ocean  take a second and read [SEP] yeesh [SEP] they are gonna get those whales one way or another [SEP] whats life [SEP] oh yeah [SEP] well that can be problematic [SEP] this is so upsetting cause its preventable fukushima highly radioactive water seeping into the ocean [SEP] woo hoo  godzilla [SEP]  fukushima highly radioactive water seeping into the ocean   [SEP] in other news 17 new types of fish were discovered today scientists are still unsure of their origins [SEP] hmmm [SEP] nuclear energy  great power source but a big mess if fcked up [SEP] rtv fukushima highly radioactive water seeping into the ocean [SEP]  fukushima highly radioactive water seeping into the ocean [SEP] dude wtf japan  fukushima highly radioactive water seeping into the ocean [SEP] caps means srs bizns  hey where is the product of 54 thousand dollars [SEP] ,rumour
[CLS] brian kilmeade scoffs at revised death toll models calls for economists to have a say in restarting country [SEP] ,rumour
[CLS] opkkk anonymous to reveal identities of 1000 ku klux klan members [SEP] anything coming out of canada we have a huge pack of crackers that need unhooding [SEP] make it 1001 so its a palindrome [SEP] ,rumour
[CLS] what is covid 19  [SEP] ,nonrumour
[CLS] someone please explain to me coz i might be missing something is covid 19 airborne or passed by touch or both only conflicting advice given wash your hands suggests touch based wear face masks etc suggests airbourne so confused right now  [SEP] thank you carol [SEP] ,nonrumour
[CLS] q are pregnant women at higher risk from covid19 at present there is no data to suggest that pregnant women at higher risk of getting the covidー19 infection neither do we have any data to suggest that pregnant women develop a more severe infection contd [SEP] however pregnant women do need to be more cautious healthcare workers who are pregnant may avoid working with covidー19 positive patients till more data is available on the same     covid19faq [SEP] ,nonrumour
[CLS] texas plumber sues car dealership after his truck winds up in isis video [SEP] eh jui mort [SEP] but those guys arent isis from what i understand [SEP] theres no one shooting that cannon photoshop [SEP] ,rumour
[CLS] can regularly rinsing your nose with saline help prevent infection with the new coronavirus no there is no evidence that regularly rinsing the nose with saline has protected people from infection with the new coronavirus  covid19 mythbusters [SEP] can spraying alcohol or chlorine all over your body kill the new coronavirus no spraying alcohol or chlorine all over your body will not kill viruses that have already entered your body covid19 mythbusters [SEP] do vaccines against pneumonia protect you against the new coronavirus no vaccines against pneumonia such as pneumococcal vaccine and haemophilus influenza type b hib vaccine do not provide protection against the new coronavirus covid19 mythbusters [SEP] can eating garlic help prevent infection with the new coronavirus there is no evidence from the current outbreak that eating garlic has protected people from the new coronavirus covid19 mythbusters [SEP] does the new coronavirus affect older people or are younger people also susceptible people of all ages can be infected by the new coronavirus 2019ncov covid19 mythbusters [SEP] are antibiotics effective in preventing and treating the new coronavirus no antibiotics do not work against viruses only bacteria covid19 mythbusters [SEP] are there any specific medicines to prevent or treat the new coronavirus to date there is no specific medicine recommended to prevent or treat the new coronavirus 2019ncov covid19 mythbusters [SEP] ,nonrumour
[CLS] what is your plan then jason do you want to open everything and let the virus just affect everyone herd immunity by the way i pay my taxes for the welsh government [SEP] we will not be able to continue easing restrictions if scenes like last night continue to happen  they threaten the health of people in wales and undermine the sacrifices the majority of people have made during this ongoing crisis [SEP] step down you ego maniac labour failing wales [SEP] as much as i want the restrictions to ease i think our government is doing a far better job than boris and his band of merry idiots [SEP] i agree with some of the restrictions going down the beach is daft  but drakeford is not helping the economy its gone political now [SEP]  the welsh budget to fight coronavirus the most generous business support package anywhere in the uk with rate relief  grant support worth over 1bn and a 500m economic resilience fund going beyond assistance offered in england based on the needs of the welsh economy [SEP] but the money is from westminster [SEP] i never said open everything up  but the scientists have said the end of a pandemic will be through heard immunity it sure what you mean by taxes [SEP] i would say most people dont support herd immunity even the pm gave up on this when he realised that 500000 could lose their lives we lost a friend few weeks ago and it was really tough our taxes pay for everything including welsh govt [SEP] yes and well pay hell of a lot more to wales compared to england to pay for the dead economy after this lockdown [SEP] herd immunity then [SEP] ,nonrumour
[CLS] woot  herd immunity  what is the county worried about [SEP] the county is reporting recordhigh numbers of new covid19 infections for a third day in a row [SEP] some people myself included have auto immune diseases or like myself dont have an immune system at all the common cold could kill us so i guess our lives dont matter to you [SEP] to add to that more cases keep adding up which means im forced to remain at home making significantly less income on temporary disability because yall cant stop having brunch with your friends care about other people stop being fucking selfish [SEP] its faster to google how does herd immunity work than to just keep posting tweets that show you dont understand it at all [SEP] ,nonrumour
[CLS] no women or children  only young fighting age men hmm [SEP] god bless us all [SEP] seems our president is the only one who doesnt understand it is a bad idea to take in syrian refugees [SEP] where are the women and children [SEP] why are these only men they are young and need to be in their own country defending it [SEP] this is false please remove disinformation [SEP] same crap thats going on in paris will start in the usa unless they send them back [SEP] wtf is going on here  there is a storm coming [SEP] is it just me or do i only see young men fighting men this is an invasion carefully planned where are the families [SEP] be sure to send  a thank you letter for being a tool for the invasion of america [SEP] you know that the more attention they get the worse they get [SEP] theyre heeeeeere first load of 10000 syrianrefugees has arrived in new orleans being reset [SEP] all menwth [SEP] where are the women and children [SEP] actually no do check snopes first huh [SEP] gun free zones is a target for terrorist attacks [SEP] where are the women and children [SEP]  are you going to be deleting this tweet amp issuing a correction then [SEP] ,rumour
[CLS] how long does the virus survive on surfaces [SEP] china failing against the virus is cracking down on those who tell its horrors 2 citizen journos have gone missing the indian economy is bracing for impact your medical bills may go up and should you be taking flights the most comprehensive coronavairus coverage gravitas [SEP] i got this from a friend very informative [SEP] ,nonrumour
invalid,nonrumour
[CLS] the new coronavirus cannot be transmitted through mosquito bites fakenews factcheck fake fakebuster hoax hoaxorfact hoaxnews spam factcheckindia viralnews fakeviral fakecorona [SEP] how effective are thermal scanners in detecting people infected with the new coronavirus fakenews factcheck fake fakebuster hoax hoaxorfact hoaxnews spam factcheckindia viralnews fakeviral fakecorona [SEP] can spraying alcohol or chlorine all over your body kill the new coronavirus fakenews factcheck fake fakebuster hoax hoaxorfact hoaxnews spam factcheckindia viralnews fakeviral fakecorona [SEP] are there any specific medicines to prevent or treat the new coronavirus fakenews factcheck fake fakebuster hoax hoaxorfact hoaxnews spam factcheckindia viralnews fakeviral fakecorona [SEP] are antibiotics effective in preventing and treating the new coronavirus fakenews factcheck fake fakebuster hoax hoaxorfact hoaxnews spam factcheckindia viralnews fakeviral fakecorona [SEP] does the new coronavirus affect older people or are younger people also susceptible fakenews factcheck fake fakebuster hoax hoaxorfact hoaxnews spam factcheckindia viralnews fakeviral fakecorona [SEP] ,nonrumour
[CLS] sunday psa please read and share what is herd immunity in ontario for covid based on  calculations about 21  with only 1 in 11 cases of covid detected only 21 of population has had exposure  no herd immunity and must be careful [SEP] perhaps you think these calculations are theoretical and dont matter but they align very well with what swiss researchers have found 116 cases for every 1 case detected most of the population of geneva remains unexposed despite large case number [SEP] pleasewash your hands wear masks keep as far away from others and limit interactions all these actions will help to keep you your family your neighbours and our healthcare system healthy [SEP] so children are usually considered vectors of disease and everyone believes that kids spread germs but is this true for covid could it be that kids are not the superspreaders we think they are summary work from irish health technology group here [SEP] and a link to the report they have published here  [SEP] whats going on with younger kids are they breathing less volume on people yes they are smaller talk less forcefully do they have less prolonged interaction with others compared to older kids  or is there something fundamentally different in their immune response [SEP] well it looks like policies aimed at kids may have a lesser impact on transmission of coronavirus infections implications for school openings [SEP] sick kids hospital in agreement kids are not the superspreaders [SEP] ,nonrumour
[CLS] sugarhill gangs big bank hank dies at 57 from cancer [SEP] damn rip rt  sugarhill gangs big bank hank dies at 57 from cancer [SEP] thoughts and prayers go to his family and friends [SEP]  sugarhill gangs big bank hank dies at 57 from cancer my dad is going to be devastated [SEP]  sugarhill gangs big bank hank dies at 57 from cancer [SEP] only x nicki minaj now on itunesxx [SEP] r i p [SEP] rip [SEP] used to listen to them while working the carnival rides in vancouver one ride i remember the flying bobs and we all sang their music [SEP] rip bighank [SEP] sorry big hank sing that song [SEP] rip [SEP] featured here with the robinson crime syndicate [SEP]  sugarhill gangs big bank hank dies at 57 from cancer   rest in paradise [SEP] so young  wow [SEP]  sugarhill gangs big bank hank dies at 57 from cancer   rest in rappers delight [SEP] rip bigbankhank rt  sugarhill gangs big bank hank dies at 57 from cancer [SEP] rip big hankdescanse em paz [SEP]  sugarhill gangs big bank hank dies at 57 from cancer [SEP]  sugarhill gangs big bank hank dies at 57 from cancer [SEP] ,nonrumour
[CLS] that old banksy arrested hoax is back dont buy into it [SEP]  that old banksy arrested hoax is back dont buy into it [SEP] pues que es mentira no lo agarraron [SEP]  that old banksy arrested hoax is back dont buy into it [SEP] ah man i got tricked [SEP] ,rumour
[CLS] banksy has not been arrested internet falls for hoax report [SEP] thank god [SEP] so good to hear [SEP]  internet falls for hoax banksy arrest report   mensch taken inagain [SEP] thanks detective  [SEP]  banksy has not been arrested internet falls for hoax   has if [SEP] havent had my coffee yet i attribute it to monday morning thank you sir [SEP] of only they locked up mensch now that would be good news [SEP]  banksy has not been arrested internet falls for hoax report [SEP]  banksy has not been arrested internet falls for hoax report [SEP] ,rumour
[CLS] covid19 virus can be transmitted in areas with hot and humid climates from the evidence so far the covid19 virus can be transmitted in all areas including areas with hot and humid weather covid19 coronaviruspakistan [SEP] absolutely right [SEP] ,nonrumour
[CLS] a lot of middle eastern people look caucasian and the family that adopted him had the last name jobs [SEP] ,rumour
[CLS] white house is aglow in the colors of the rainbow celebrating the supreme courts samesex marriage decision [SEP] these people are sick  obama is a joke  however its not very funny [SEP] whats next [SEP]  white house is aglow in the colors of the rainbow celebrating the supreme courts samesex marriage decision usisfuckedup [SEP] oh hoped rainbow was sign wh finally decided to follow yhwhs desires remembering consequences of not instead opposite [SEP] get over it [SEP] wow so proud to be an american right now love conquers hatred [SEP]   disgraceful tasteless just like this pos administration lovewins  [SEP] really rainbow whitehouse not enough the rewriting of the constitution by a branch that is only to interpret the law as written [SEP] appropriate lighting for the circus act taking place inside [SEP] damn  so filthy [SEP] wowi have no words for this [SEP] did my tax dollars pay for the labor and lights on the white house [SEP] they really are poking arent they degenerates [SEP] i love all the pissed off people tweeting it makes it so so funny [SEP] majority supports lgbt rt   this lightening is wrongthe white house belongs to all the ppl not just a small group [SEP] let he without sin cast the first stone [SEP] god help usfor we are a nation that has turned away  sodom and gomorrah [SEP] where is the downvote option in twitter when i need it it looks like they adr advertising a big gay throwdown rave tonight [SEP] wow you should all be embarrassed [SEP] seriously  youre trotting out the guy from frc who hired josh dugger to talk about morality seriously [SEP] obama does not let me practice my religion and he damn sure wont ever take it away [SEP] america  doesnt seem like it i am at a loss for words [SEP] cant wait until the prestige a coattie amp presidential decorum is brought back to that office [SEP] thefaghouse [SEP] this is shameful this is the peoples house does not need to be politicized [SEP] oh golly gee [SEP] must be a coming out party for [SEP] she looks like shes  trying to hold in a fart  [SEP] is president obama gay i think he is an abomination [SEP] did the red white and blue ever shine on the white house  sad sad day for our country [SEP] okdecision was madeisnt there anything else they can be concerned with now [SEP] love love love it suck it bigots [SEP] except you live in america so he is your president [SEP] youve got to be kidding me wtf [SEP] pout for them megyn [SEP] this is a sad day for america [SEP] we take a flag down because its offensive but we do this the same week [SEP] disgusting [SEP] is that really appropriate if not all americans agree [SEP] why not red white and blue to honor troops [SEP] god put a rainbow in the sky after he destroyed evil people with a flood [SEP] you have got to be shitting me  [SEP] those are the colors of inclusion  sorry you cant dont or wont see that lovewins [SEP] i bet heaven is not aglow with lgbt colors [SEP] this is a slap in the face to those of us who find this offensive  shameful administration [SEP] i love how angry you and your lot are getting  lovewins  [SEP] poop dick for everyone [SEP] you got to be freaking kidding me the symbol colors of homosexuality are being splayed out over the peoples house unreal [SEP] i guess it really isnt our house any longer thanks to bho [SEP]  sick when gods wrath strikes this country no complaining [SEP] is there a check off on my irs form for my tax  to pay for clear bulbs [SEP] this administration keeps sinking lower and lower [SEP] dividerinchief gloats again kellyfile [SEP] a direct offense to god and this country god have mercy on this country [SEP] this is sickening [SEP] hark for soon the rain of lava will be upon us hurry to your bunker and choose which goat you will sacrifice [SEP] america is doomed sick [SEP] hmm [SEP] we have fought for this for so long be rid of homophobic losers [SEP] just joshing  we can see how delighted megyn kelly is  gayandbalanced [SEP] im as offended at this picture as if it were a confederate flag saddayforamerica [SEP] the white house is full of people who have no problem offending christians but is afraid of isis and has no stradegy for it [SEP] obama is solidifying his legacy as the worst president the country has ever seen disgraceful [SEP] obama just put his middke finger to god now may god strike down that white house [SEP] lol poor fox news [SEP] actually it is fitting the white house is full of rainbow warriors and not military warriors [SEP] really couldnt care less if gays marry  do care that states rights have been replaced by opinion of scotus  this isnt freedom [SEP] disgraceful tasteless just like this pos administration [SEP] ive never been so ashamed to be an american [SEP] disgusting [SEP] enough already [SEP] shameful [SEP] no respect for the white house [SEP] perfect target should god decide to throw a lightening bolt at it [SEP] what a sophomoric pos lives thereoh him [SEP] i think your post deserves some love amp positive vibes scotus is on the right side of history lovewins godislove  [SEP]  brilha com as cores do arcoíris celebrando a decisão da supremecourt do casamento entre pessoas do mesmo sexo [SEP] colored lights  white hse oh goody is it called candy hse now disgusting [SEP] why elect a potus when its clear the court runs the show [SEP] the white house is now competing with the empire state building for most the controversial light display [SEP] ill be so glad when hes out [SEP] the rainbow was gods sign to noah that he would never again destroy the earth with a flood next timeit will be fire 2pet37 [SEP] superb [SEP] disgusting an act instituted by jehovah god has become unclean by those who choose to follow their own sinful path sickening [SEP] stay classy white house [SEP] i thought gov building belong to all the people that was the rational for taking down the confederate flags [SEP] comments prove that america may be big and powerful but the puritan streak prevents it from being great [SEP] you are not a real person surely hahahaha be honest did you enjoy it when your step dad touched you in the name of jesus [SEP] waste of electricity [SEP] crazy [SEP] thats just jv [SEP] agree with the vote but not lighting up the white house like this [SEP] you fools are ignorant  this isnt ok but its ok to decorate it for christmas  bigots [SEP] indoctrinated children who grew up in coservative households later get their own views [SEP] sick [SEP] will white house shine the lights of red white and blue on itself this friday  doubt it [SEP] the country is swirling in the bowl and its not 1 [SEP] id expect nothing less from this all about me administration [SEP] whos paying for this who authorized it [SEP] the rainbow lights are absolutely despicable  how low can this once great country go [SEP] seethe on bigots [SEP] really wtf they are 38 of the population [SEP] 16 of the population gets 100 attention wheres my equality being in the 984 [SEP] feds overreaching once again let the states decide [SEP] absolutely sickening [SEP] i hope those are led lights  we must remember our carbon footprints [SEP] oh for a minute i thought it was bob marleys birthday [SEP] ,nonrumour
[CLS] it is totally made up more than half of cv deaths have occurred in nursing homes  the avg age of the deceased is over 80 over 99 of cases based on serology tests and estimates are mild or asymptomatic what is wrong with people [SEP] where did you get your percentages [SEP] also only 80 are considered mild  the rest go to a hospital [SEP] mild also includes people that have trouble breathing but dont require hospitalization along with flulike symptoms  not something you want to go through knowing there may not be a hospital bed available if you suddenly need to go [SEP] ,nonrumour
[CLS] q is there a treatment for a novel coronavirus infection a there is no specific treatment for disease caused by a novel coronavirus however many of the symptoms can be treated and therefore treatment is based on the patients clinical condition [SEP] how to handwash use  and water for at least 4060 seconds how to handrub use alcoholbased handrub  for 2030 seconds  coronavirus [SEP] protect others from getting sick 2 completely cover your mouth amp nose with a tissue or a sleeve or flexed elbow when coughing or sneezing  coronavirus [SEP]  throw the used tissue into a closed bin immediately after use  clean hands with soap and water or alcoholbased handrub after coughing or sneezing  and when caring for the sick coronavirus [SEP] protect others from getting sick 3  avoid close contact when you are experiencing fever and cold or flulike symptoms  avoid spitting in public seek medical care  if you have a fever  cough and difficulty breathing coronavirus [SEP] protect yourself from getting sick 4 avoiding unprotected contact with sick people  including touching ones eyes nose or mouth and with live farm  or wild animals  coronavirus [SEP] protect yourself amp others from getting sick 5 practice foodsafety     coronavirus [SEP] practise foodsafety use different chopping boards amp knives for raw meat and cooked foods  wash your hands in between handling raw and cooked food coronavirus [SEP] practise foodsafety sick animals and animals that have died of diseases should not be eaten coronavirus [SEP] practise foodsafety even in areas experiencing outbreaks  meat products can be safely consumed if these items are cooked thoroughly and properly handled during food preparation coronavirus [SEP] shopping in wet markets here are tips to stay healthy  wash hands with soap amp water after touching animals and animal products  avoid touching  avoid contact with sick animals and spoiled meat  avoid contact with stray animals waste amp fluids in market coronavirus [SEP] working in wet markets here are some tips to stay healthy  frequently wash your hands with soap and water after touching animals and animal products  disinfect equipment and working areas at least once a day coronavirus [SEP] working in wet markets stay healthy wear protective gowns gloves and facial protection while handling animals amp animal products  remove protective clothing after work wash daily amp leave at the work site  avoid exposing family members to soiled work clothing amp shoes [SEP] ,nonrumour
[CLS] are there any specific medicines to prevent or treat the new coronavirus to date there is no specific medicine recommended to prevent or treat the new coronavirus 2019ncov khktcoronacampaign [SEP] are  however those infected with the virus shd receive appro care to relieve amp treat symptoms and those with severe illness shd receive optimized supportive care some specific treatments are under investigation and will be tested thru clinical trials  khktcoronacampaign [SEP] ,nonrumour
[CLS] heres that dramatic video via  of shots fired inside parliament building  ottawa shooting [SEP] why does this idiot think its ok to follow the police during a armed man hunt [SEP]  heres that dramatic video via  of shots fired inside parliament building [SEP] ,nonrumour
[CLS] breaking news campaign donations link top gop contenders to dylannroof tedcruz returns 8k [SEP] whats sick is the message these groups are pushing whats sicker repubs sucking up to them amp getting in bed w them [SEP] how can they be surprised their followers include murderous gun loving racist anarchists its what they preach [SEP] if your enemy is selfdestructing dont get in the way [SEP] expose the contributorsname names that would be a good start this all escalated the day bo was inaugurated [SEP] id retweet but cant in good conscience due to side by side pics disrespectful of victims  [SEP] please consider  in your reporting [SEP] i dont see the big deal of the pic its just informative tho i wish they were alive and dylannroof the killer dead [SEP] hey ted mayhaps you should check before accepting the check  duh [SEP] the only reason they support bibi is because he is a war monger [SEP] i could not agree w you more thank you for saying it  [SEP] wow [SEP] strongly suggest you not pair the image of the killer with a gun next to pictures of the people he killed [SEP] cruz returns the money back to the nazi hate group when he should have given it to a victims fund [SEP] everybody knows they are kkk membersgop blood suckers [SEP] ,rumour
[CLS] my alma mater god rt  the university of ottawa just a five minute walk from the hill is now on lockdown [SEP] god bless heather  [SEP] ,nonrumour
[CLS] the sugarhill gangs big bank hank has died at 57 [SEP]  the sugarhill gangs big bank hank has died at 57 [SEP]  the sugarhill gangs big bank hank has died at 57   rip  [SEP] sadness  the sugarhill gangs big bank hank has died at 57 [SEP] bummer [SEP]  the sugarhill gangs big bank hank has died at 57 [SEP] he died of cancer [SEP] master g its on u so watcha gon do  the sugarhill gangs big bank hank has died at 57 [SEP] rip  the sugarhillgang s big bank hank has died at 57 [SEP]  the sugarhill gangs big bank hank has died at 57   very sad [SEP] ,nonrumour
[CLS] under the how long is the incubation period for covid19 section [SEP] you do realise that it takes at least 23 weeks for any measures to make a difference right [SEP] ok another twitter expert it seems have a word with the cmo hell probably be well pleased with your input [SEP] arent you the twitter expert you clearly think that you know better than the science supporting the action of governments globally [SEP] no i observed that the measures italy have put in place havent seemed to have made a difference i havent made any statements about how long measures take you have [SEP] ok well you should probably read this  then you may learn why they are having such issues in italy [SEP] thats virtually the same advice on the gov website its just a qampa it doesnt explain why italy are having issues [SEP] as i said incubation period is 114 days italy has been locked down since the 9th march 13 days there will be cases coming in since before that people wont be in hospital from day 1 of symptoms time delay is the killer here by the time its visibly bad it will be too late [SEP] ah ok and where can i find all that information on the link you gave me [SEP] right ok so if the measures in italy are successful then the death rate should be falling drastically over the next 2 days [SEP] hopefully although you would also need to know how long people are showing symptoms before they die point is we cant wait and need to try everything we can to stop the spread otherwise the nhs will be on its knees italy has more hospital beds per capita than us [SEP] ,nonrumour
[CLS] 8 how effective are thermal scanners in detecting people infected with the new coronavirus [SEP] 13 cold weather and snow cannot kill the new coronavirus [SEP] 14 covid19 virus can be transmitted in areas with hot and humid climates [SEP] 15 drinking alcohol does not protect you against covid19 and can be dangerous [SEP] 16 being able to hold your breath for 10 seconds or more without coughing or feeling discomfort does not mean you are free from the coronavirus disease covid19 or any other lung disease [SEP] 17 you can recover from the coronavirus disease covid19 catching the new coronavirus does not mean you will have it for life [SEP] 18 exposing yourself to the sun or to temperatures higher than 25c degrees does not prevent the coronavirus disease covid19 [SEP] 19 5g mobile networks do not spread covid19 [SEP] ,nonrumour
[CLS] study twothirds of patients showing improvement after treatment with r  oann [SEP] exactly cant wait to see  our govt spends gilead made 3bil off us last yr on hiv drug that we held patent remdesivir patent by china ds corruption prefer to give terrorists our  twilight zone too much swamp greedoverpeople link2my2cents [SEP] ,nonrumour
[CLS] brain teaser assume that 5 of the population has covid19 antibodies and the serology test has a 95 accuracy specificitysensitivity095 what is the probability p that i have antibodies if i test positive for bonus points explain your answer in comments [SEP] not needed to respond the teaser [SEP] hence the answer is the tricky d which i did not get because i wasnt watching for strict inequalities and thought i was picking greater than or equal to 50 but less than 95 [SEP] 05 if you are a frequentist if you are an hypochondriac bayesian and you work in an hospital with covid19 patients ie pantibodies gt 005 then the probability shifts towards 1 [SEP] if you apply bayes you get the same result of course things change if you change the prior but that is unrelated to frequentist vs bayesian [SEP] hint thomas bayes would be of great help [SEP] strict inequalities [SEP] prior and likelihood neutralize each other exactly [SEP] pcovidy005 ptesty0095 ptestycovidy095 [SEP] pcovidytesty ptestycovidy pcovidy  ptesty  095 005  0095  05 [SEP] im taking my chance and not reading the other replies beforehand its 5050  we have two random binary variables tst good test and atb antibodies present plus one observable result given same specificity and sensitivity we can assume both vars are independent  [SEP] thus among four possible combinations of tst x atb we have two that lead to respositive ie tst and atb or not tst and not atb ptstatbpnot tstnot atb00475 so 5050 between these two possibilities [SEP] 50 [SEP] 400 person trial 20 are positive 380 negative 361380 of the negative test negative 1920 of the positive test positive  but 19380 negative test positive any positive test is 5050 a true positive or false negative [SEP] if i test positive i am either a fp or a tp the number of fps is the number of negatives 95 of pop x the chance of misclassifying them 5 the number of tps is the number of positives 5 of the pop x the chance of correctly classifying them 95 hence p05 [SEP] cheeky answer categories im always entertained by how similar bayes theorem and base rate neglect have similar names and are related to each other [SEP] 50 [SEP] one of my first goto questions while interviewing data science candidates [SEP] true positives tp 955 false positives fp 0595   tp p  tptpfp  50 [SEP] but here is the issue i can say i have a magical prediction power simply i predict a negative result for everybody and i win over the lab test but i have zero sensitivity [SEP] none of the above it is 50 [SEP] 50 could use bayes but ppl dont understand that so do example   suppose 10k ppl tested  at 5 incidence 500 have antibodies 9500 dont  95500  475 true positives  0059500  475 false negatives  fn  tp so you have no idea which of the two sets you are in so 05 [SEP] ,nonrumour
[CLS] what is covid__19 and how does it spread  explained in bengali in a beautiful animation  indiafightscorona animation2d [SEP] what is covid__19 and how does it spread  explained in hindi in a beautiful animation  करनवयरस कय ह और कस फलत ह        indiafightscorona [SEP] what is covid__19 and how does it spread  explained in assamese in a beautiful animation    indiafightscorona [SEP] ,nonrumour
[CLS] breaking malaysia airlines plane shot down was carrying 295 people [SEP] just awful [SEP] shot down  breaking malaysia airlines plane shot down was carrying 295 people [SEP] ,rumour
[CLS] how can i grocery shop safely in the time of covid19 [SEP] hi kkm apa punca berlakunya kluster pasar borong kl dan ianya berlaku semasa tempoh pkp betul [SEP] warga asing last minute no choice kena pegi hospital surrender [SEP] thank you [SEP] a few people around me would never keep their distance when i go shopping [SEP] no advice on cleaning purchased products i thought viruses can live on food packaging from a few hours to even a few days [SEP] adakah ada syor oleh kkm bahawa barang yang dibeli disanitiasidisabun terlebih dahulu di rumah [SEP] what about those who have no money to shop  pls do something [SEP] ,nonrumour
